reaction,mean,std
EX_ala_L(e),0.004407314256698702,0.027150256685643154
EX_arg_L(e),-1.026141285123436,0.09963789092174845
EX_asn_L(e),-0.02783631400561815,0.00680139356374253
EX_asp_L(e),-0.027869210999045945,0.006856557660151445
EX_chol(e),-0.0006744358557855037,1.4858791750983458e-5
EX_cit(e),-0.3591669917385534,1.5011999253124992
EX_cl(e),8.708411769475788e-14,1.2897475023133178e-13
EX_co2(e),65.52497686354239,2.3306946571581597
EX_glc(e),-5.8826824879439625,0.5646042549676824
EX_gln_L(e),-6.595090734800774,0.5494678647729937
EX_glu_L(e),0.10798421154253836,0.04847494710603046
EX_gly(e),-0.43268303089075333,0.04989143262298224
EX_h(e),192.82613608914787,15.474360287505846
EX_h2o(e),-56.7667118855367,6.493755699860167
EX_ile_L(e),-1.116718277955703,0.0918693840312012
EX_k(e),5.4512838687514884e-14,2.0001356139590225e-12
EX_lac_L(e),0.7482638499909018,0.14536939867558038
EX_leu_L(e),-1.2044249167118286,0.10624718856078622
EX_lys_L(e),-0.6507719944654247,0.05480826878473551
EX_na1(e),-1.8289370018464978e-13,1.0458578359833095e-12
EX_nh4(e),11.074976689299966,2.122496992255383
EX_o2(e),-15.066960685138502,0.7604142258236974
EX_orn(e),4.853055312985233,0.8047156630493832
EX_phe_L(e),-0.5711131052360634,0.05418848896284942
EX_pi(e),-0.013291581122016111,0.0002928326456603152
EX_pro_L(e),-0.022615995950822802,0.006677337901287738
EX_ser_L(e),-0.6646021410930668,0.07057841491340176
EX_thr_L(e),-0.8854198859963509,0.13879068344147982
EX_trp_L(e),-0.12499252361546329,0.011697940433807234
EX_tyr_L(e),-0.5721093949306286,0.043830329870319
EX_urea(e),0.027566926592739547,0.13454756321248262
EX_val_L(e),-1.364627751228618,0.11141250872546639
EX_mal_L(e),-0.012547470990575165,0.00122616377181873
EX_ha(e),0.000684201921855447,0.00022629449929156476
DM_atp_c_,0.025543462883951228,0.8077552204125922
DM_gudac_c_,0.99134843486067,0.20998159750977774
DM_Tyr_ggn_c_,-0.0006538635346080354,1.44055539337452e-5
DM_nadph[c],11.354176052916161,2.9585856335491045
DM_nadph[m],93.9985494792752,3.66646596228888
DM_nadh_trans[m],82.32809992735216,42.59367718437148
GLCt1r,5.8826824879439625,0.5646042549676821
HEX1,5.882682487943963,0.5646042549676824
PGI,4.193219965361972,0.4103264948609258
PFK,2.529621637794068,0.7414526160161979
FBA,2.529621637794068,0.7414526160161985
TPI,2.528286769173108,0.7414521135522276
G3PD1,-0.0013348686209602647,2.940907528332133e-5
